id,consumption,hodge_id,hodge_s,excluded,local_inconsistency,global_inconsistency,self_assessed_wealth,hamlet,ranking_meeting,nhhrank,quota_final,maintreatment,elite_meeting,ranking_meeting_norm,HodgeCBT_targets,tradCBT_targets
604,544.4941,1,-0.8253968254,604,0.1556700646,0.0,1.0,114,12,41,12,Hybrid,1.0,0.2926829268292683,Included,Included
640,325.5822,2,-0.6349206349,640,0.1570435064,0.0,2.0,114,23,41,12,Hybrid,1.0,0.5609756097560976,Included,Excluded
667,1234.087,3,-0.126984127,667,0.1635441505,0.0,3.0,114,36,41,12,Hybrid,1.0,0.8780487804878049,Excluded,Excluded
873,524.6143,4,0.1587301587,873,0.1625089363,0.0,3.0,114,38,41,12,Hybrid,1.0,0.926829268292683,Excluded,Excluded
906,496.1476,5,0.6666666667,906,0.1608027316,0.0,4.0,114,41,41,12,Hybrid,1.0,1.0,Excluded,Excluded
926,1395.756,6,0.380952381,926,0.152760048,0.0,6.0,114,32,41,12,Hybrid,1.0,0.7804878048780488,Excluded,Excluded
959,675.7286,8,0.1587301587,959,0.1481224458,0.0,4.0,114,34,41,12,Hybrid,1.0,0.8292682926829268,Excluded,Excluded
137,356.5964,0,0.7619047619,137,0.144031964,0.0,3.0,116,54,62,13,Hybrid,0.0,0.8709677419354839,Excluded,Excluded
142,1231.545,1,0.380952381,142,0.1503688389,0.0,3.0,116,57,62,13,Hybrid,0.0,0.9193548387096774,Excluded,Excluded
176,523.5286,2,-0.0317460317,176,0.1701670167,0.0,3.0,116,46,62,13,Hybrid,0.0,0.7419354838709677,Excluded,Excluded
272,271.7919,3,-0.1587301587,272,0.1459107201,0.0,3.0,116,49,62,13,Hybrid,0.0,0.7903225806451613,Excluded,Excluded
596,525.9512,4,-0.1904761905,596,0.1699378637,0.0,3.0,116,38,62,13,Hybrid,0.0,0.6129032258064516,Excluded,Excluded
683,820.9532,5,-0.1904761905,683,0.1489861564,0.0,3.0,116,32,62,13,Hybrid,0.0,0.5161290322580645,Excluded,Excluded
888,489.5196,6,0.5396825397,888,0.1521954604,0.0,2.0,116,51,62,13,Hybrid,0.0,0.8225806451612904,Excluded,Excluded
905,395.506,7,-0.253968254,905,0.1550222614,0.0,1.0,116,22,62,13,Hybrid,0.0,0.3548387096774194,Excluded,Excluded
976,265.6429,8,-0.8571428571,976,0.1787955141,0.0,1.0,116,11,62,13,Hybrid,0.0,0.1774193548387097,Included,Included
58,853.094,0,0.4867724868,58,0.1174387271,0.0,4.0,117,38,49,17,Hybrid,1.0,0.7755102040816326,Excluded,Excluded
81,87.05833,1,-0.2857142857,81,0.1769086645,0.0,3.0,117,25,49,17,Hybrid,1.0,0.5102040816326531,Included,Excluded
173,364.9818,2,-0.3037037037,173,0.1433068257,0.0,1.0,117,23,49,17,Hybrid,1.0,0.46938775510204084,Included,Excluded
357,191.5786,3,0.4962962963,357,0.1311205864,0.0,4.0,117,40,49,17,Hybrid,1.0,0.8163265306122449,Excluded,Excluded
418,292.5357,4,-0.4296296296,418,0.1319803905,0.0,1.0,117,20,49,17,Hybrid,1.0,0.40816326530612246,Included,Excluded
535,917.2214,5,0.2148148148,535,0.1127940664,0.0,3.0,117,41,49,17,Hybrid,1.0,0.8367346938775511,Excluded,Excluded
589,161.8381,6,-0.4338624339,589,0.1371411246,0.0,2.0,117,7,49,17,Hybrid,1.0,0.14285714285714285,Included,Included
929,1342.911,7,0.6941798942,929,0.1524117133,0.0,3.0,117,42,49,17,Hybrid,1.0,0.8571428571428571,Excluded,Excluded
947,366.2748,8,-0.4391534392,947,0.1536765776,0.0,1.0,117,24,49,17,Hybrid,1.0,0.4897959183673469,Included,Excluded
23,428.5591,0,0.3174603175,23,0.0795485053,0.0,4.0,118,36,49,18,Full community,1.0,0.7346938775510204,Excluded,Excluded
68,258.8286,1,-0.5396825397,68,0.0903022351,0.0,1.0,118,20,49,18,Full community,1.0,0.40816326530612246,Included,Excluded
71,350.4484,2,0.4126984127,71,0.0773117017,0.0,3.0,118,34,49,18,Full community,1.0,0.6938775510204082,Excluded,Excluded
385,478.0204,3,0.6349206349,385,0.0840263397,0.0,3.0,118,44,49,18,Full community,1.0,0.8979591836734694,Excluded,Excluded
566,191.4202,4,-0.6666666667,566,0.0965056775,0.0,2.0,118,21,49,18,Full community,1.0,0.42857142857142855,Included,Excluded
640,209.9983,5,0.0,640,0.0846314701,0.0,4.0,118,28,49,18,Full community,1.0,0.5714285714285714,Excluded,Excluded
674,465.49,6,0.6666666667,674,0.093307224,0.0,3.0,118,43,49,18,Full community,1.0,0.8775510204081632,Excluded,Excluded
675,310.7319,7,-0.5079365079,675,0.0821028604,0.0,1.0,118,11,49,18,Full community,1.0,0.22448979591836735,Included,Included
875,408.8262,8,-0.3174603175,875,0.0877886416,0.0,2.0,118,3,49,18,Full community,1.0,0.061224489795918366,Included,Included
138,218.5029,0,0.0,138,0.2113967626,0.0,2.0,119,14,31,8,Hybrid,0.0,0.45161290322580644,Excluded,Excluded
467,329.8393,1,-0.3174603175,467,0.2092076597,0.0,1.0,119,13,31,8,Hybrid,0.0,0.41935483870967744,Included,Excluded
494,580.6171,2,0.380952381,494,0.1961559625,0.0,,119,22,31,8,Hybrid,0.0,0.7096774193548387,Excluded,Excluded
602,427.9048,3,-0.5396825397,602,0.2186055604,0.0,1.0,119,4,31,8,Hybrid,0.0,0.12903225806451613,Included,Included
634,312.0972,4,0.2857142857,634,0.2214617659,0.0,1.0,119,20,31,8,Hybrid,0.0,0.6451612903225806,Excluded,Excluded
641,433.9286,5,0.5396825397,641,0.2124183007,0.0,2.0,119,25,31,8,Hybrid,0.0,0.8064516129032258,Excluded,Excluded
837,528.5694,6,0.4761904762,837,0.1942046677,0.0,2.0,119,28,31,8,Hybrid,0.0,0.9032258064516129,Excluded,Excluded
970,120.5286,7,-0.6984126984,970,0.1969701103,0.0,1.0,119,7,31,8,Hybrid,0.0,0.22580645161290322,Included,Included
971,232.019,8,-0.126984127,971,0.205912604,0.0,3.0,119,17,31,8,Hybrid,0.0,0.5483870967741935,Excluded,Excluded
151,220.5149,0,-0.4444444444,151,0.1251811909,0.0,1.0,120,33,66,24,Full community,0.0,0.5,Included,Excluded
594,669.7792,1,0.0105820106,594,0.1247004976,0.0,3.0,120,46,66,24,Full community,0.0,0.696969696969697,Excluded,Excluded
738,256.7149,2,-0.3121693122,738,0.1487117986,0.0,4.0,120,5,66,24,Full community,0.0,0.07575757575757576,Included,Included
770,387.6667,3,0.380952381,770,0.1414141414,0.0,4.0,120,61,66,24,Full community,0.0,0.9242424242424242,Excluded,Excluded
830,405.506,4,0.3333333333,830,0.1534732208,0.0,3.0,120,48,66,24,Full community,0.0,0.7272727272727273,Excluded,Excluded
924,524.2571,5,0.1058201058,924,0.1424814926,0.0,3.0,120,49,66,24,Full community,0.0,0.7424242424242424,Excluded,Excluded
927,320.0877,6,0.5185185185,927,0.1687476213,0.0,3.0,120,63,66,24,Full community,0.0,0.9545454545454546,Excluded,Excluded
942,524.7476,7,-0.5978835979,942,0.137770091,0.0,1.0,120,23,66,24,Full community,0.0,0.3484848484848485,Included,Included
956,560.4881,8,0.0052910053,956,0.0959901605,0.0,3.0,120,44,66,24,Full community,0.0,0.6666666666666666,Excluded,Excluded
45,406.6295,0,-0.5925925926,45,0.2110495208,0.0,3.0,122,81,175,37,Full community,1.0,0.46285714285714286,Included,Excluded
252,660.2833,1,0.253968254,252,0.223500408,0.0,3.0,122,114,175,37,Full community,1.0,0.6514285714285715,Excluded,Excluded
387,1002.377,2,0.6296296296,387,0.206926267,0.0,3.0,122,141,175,37,Full community,1.0,0.8057142857142857,Excluded,Excluded
503,474.7024,3,0.4402116402,503,0.1941076539,0.0,4.0,122,164,175,37,Full community,1.0,0.9371428571428572,Excluded,Excluded
590,956.8611,4,0.5396825397,590,0.1768926586,0.0,2.0,122,169,175,37,Full community,1.0,0.9657142857142857,Excluded,Excluded
646,661.3492,5,0.1587301587,646,0.2148299832,0.0,3.0,122,98,175,37,Full community,1.0,0.56,Excluded,Excluded
807,413.2381,6,-0.3037037037,807,0.2162321051,0.0,3.0,122,76,175,37,Full community,1.0,0.4342857142857143,Included,Excluded
826,451.5881,7,-0.4708994709,826,0.2059467244,0.0,3.0,122,77,175,37,Full community,1.0,0.44,Included,Excluded
895,533.5164,8,-0.655026455,895,0.217138317,0.0,3.0,122,22,175,37,Full community,1.0,0.12571428571428572,Included,Included
73,756.089,0,0.6285714286,73,0.1209640327,0.0,4.0,123,113,116,20,Hybrid,0.0,0.9741379310344828,Excluded,Excluded
524,274.0179,1,-0.3333333333,524,0.1084051084,0.0,1.0,123,16,116,20,Hybrid,0.0,0.13793103448275862,Included,Included
532,288.0901,2,-0.1714285714,532,0.195401796,0.0,2.0,123,7,116,20,Hybrid,0.0,0.0603448275862069,Excluded,Included
863,2002.74,3,0.8,863,0.1243015629,0.0,3.0,123,116,116,20,Hybrid,0.0,1.0,Excluded,Excluded
942,1585.774,4,-0.0952380952,942,0.156899811,0.0,3.0,123,73,116,20,Hybrid,0.0,0.6293103448275862,Excluded,Excluded
966,291.7175,5,-0.7142857143,966,0.2035654059,0.0,3.0,123,32,116,20,Hybrid,0.0,0.27586206896551724,Included,Excluded
991,396.631,6,-0.1142857143,991,0.1359007733,0.0,2.0,123,43,116,20,Hybrid,0.0,0.3706896551724138,Excluded,Excluded
168,2236.821,0,0.4523809524,168,0.1137056132,0.0,3.0,124,91,93,22,Hybrid,1.0,0.978494623655914,Excluded,Excluded
321,343.7833,1,0.0,321,0.0934263369,0.0,1.0,124,20,93,22,Hybrid,1.0,0.21505376344086022,Excluded,Included
322,266.826,2,0.0,322,0.1054286472,0.0,1.0,124,23,93,22,Hybrid,1.0,0.24731182795698925,Excluded,Excluded
497,613.3139,3,-0.1134920635,497,0.1137056132,0.0,2.0,124,50,93,22,Hybrid,1.0,0.5376344086021505,Excluded,Excluded
521,147.9626,4,0.0,521,0.0822124623,0.0,1.0,124,72,93,22,Hybrid,1.0,0.7741935483870968,Excluded,Excluded
600,137.085,5,-0.3055555556,600,0.1461099043,0.0,2.0,124,30,93,22,Hybrid,1.0,0.3225806451612903,Included,Excluded
692,870.9588,6,0.7666666667,692,0.2270591224,0.0,2.0,124,44,93,22,Hybrid,1.0,0.4731182795698925,Excluded,Excluded
951,188.9246,8,-0.6111111111,951,0.1011494253,0.0,3.0,124,27,93,22,Hybrid,1.0,0.2903225806451613,Included,Excluded
19,315.3226,0,0.3708333333,19,0.2911752745,0.0,2.0,125,35,90,22,Hybrid,1.0,0.3888888888888889,Excluded,Excluded
73,299.7083,1,-0.4166666667,73,0.2891709148,0.0,2.0,125,30,90,22,Hybrid,1.0,0.3333333333333333,Included,Excluded
82,148.4476,2,-0.0416666667,82,0.2907893615,0.0,2.0,125,32,90,22,Hybrid,1.0,0.35555555555555557,Excluded,Excluded
312,322.6809,3,-0.5,312,0.2349219343,0.0,3.0,125,83,90,22,Hybrid,1.0,0.9222222222222223,Included,Excluded
334,384.7262,4,0.5958333333,334,0.3184459943,0.0,5.0,125,68,90,22,Hybrid,1.0,0.7555555555555555,Excluded,Excluded
400,263.9464,5,0.3625,400,0.3531449893,0.0,3.0,125,38,90,22,Hybrid,1.0,0.4222222222222222,Excluded,Excluded
445,600.6571,6,0.0041666667,445,0.2492820022,0.0,3.0,125,8,90,22,Hybrid,1.0,0.08888888888888889,Excluded,Included
867,256.9067,7,-0.375,867,0.2906428812,0.0,1.0,125,62,90,22,Hybrid,1.0,0.6888888888888889,Included,Excluded
30,405.069,0,0.4,30,0.1699371188,0.0,3.0,127,44,70,20,Full community,1.0,0.6285714285714286,Excluded,Excluded
63,315.7103,1,0.25,63,0.170212766,0.0,3.0,127,59,70,20,Full community,1.0,0.8428571428571429,Excluded,Excluded
212,711.7936,2,-0.5,212,0.1603475513,0.0,3.0,127,40,70,20,Full community,1.0,0.5714285714285714,Included,Excluded
304,187.4206,3,-0.0166666667,304,0.1617474166,0.0,1.0,127,13,70,20,Full community,1.0,0.18571428571428572,Excluded,Included
389,531.3948,4,0.7,389,0.1808708597,0.0,4.0,127,70,70,20,Full community,1.0,1.0,Excluded,Excluded
510,299.0929,5,0.0,510,0.1761006289,0.0,2.0,127,12,70,20,Full community,1.0,0.17142857142857143,Excluded,Included
753,377.9821,6,-0.8333333333,753,0.2019089574,0.0,1.0,127,11,70,20,Full community,1.0,0.15714285714285714,Included,Included
405,673.1771,0,-0.4761904762,405,0.1910299003,0.0,2.0,128,26,77,14,Hybrid,0.0,0.33766233766233766,Included,Excluded
563,1295.262,1,0.4285714286,563,0.2015037594,0.0,4.0,128,64,77,14,Hybrid,0.0,0.8311688311688312,Excluded,Excluded
710,889.5714,2,-0.380952381,710,0.2149501661,0.0,,128,30,77,14,Hybrid,0.0,0.38961038961038963,Included,Excluded
718,802.2411,3,0.1142857143,718,0.1763365469,0.0,2.0,128,61,77,14,Hybrid,0.0,0.7922077922077922,Excluded,Excluded
885,2394.671,4,0.3333333333,885,0.1538461538,0.0,3.0,128,49,77,14,Hybrid,0.0,0.6363636363636364,Excluded,Excluded
965,2579.524,5,0.8571428571,965,0.173015873,0.0,4.0,128,76,77,14,Hybrid,0.0,0.987012987012987,Excluded,Excluded
970,346.65,6,-0.8571428571,970,0.1763365469,0.0,3.0,128,3,77,14,Hybrid,0.0,0.03896103896103896,Included,Included
23,1046.384,0,0.8,23,0.2553846154,0.0,4.0,130,33,36,8,Hybrid,1.0,0.9166666666666666,Excluded,Excluded
176,256.3534,1,-0.2666666667,176,0.3369863014,0.0,1.0,130,21,36,8,Hybrid,1.0,0.5833333333333334,Excluded,Excluded
678,2824.666,2,-0.2,678,0.2553846154,0.0,3.0,130,12,36,8,Hybrid,1.0,0.3333333333333333,Excluded,Excluded
723,555.8728,3,0.2,723,0.25,0.0,3.0,130,22,36,8,Hybrid,1.0,0.6111111111111112,Excluded,Excluded
942,1602.667,4,0.0,942,0.2444444444,0.0,2.0,130,15,36,8,Hybrid,1.0,0.4166666666666667,Excluded,Excluded
982,313.2875,5,-0.5333333333,982,0.24375,0.0,3.0,130,8,36,8,Hybrid,1.0,0.2222222222222222,Included,Included
390,443.7626,0,0.4166666667,390,0.0380952381,0.0,6.0,132,23,31,8,Full community,0.0,0.7419354838709677,Excluded,Excluded
448,507.3571,1,-0.6166666667,448,0.0842108886,0.0,2.0,132,9,31,8,Full community,0.0,0.2903225806451613,Included,Excluded
489,502.4119,2,-0.3166666667,489,0.0494654896,0.0,1.0,132,16,31,8,Full community,0.0,0.5161290322580645,Included,Excluded
770,737.9722,3,0.6666666667,770,0.1256830601,0.0,4.0,132,29,31,8,Full community,0.0,0.9354838709677419,Excluded,Excluded
808,455.8714,4,0.4166666667,808,0.0566388115,0.0,3.0,132,27,31,8,Full community,0.0,0.8709677419354839,Excluded,Excluded
973,345.9163,5,-0.5833333333,973,0.0769903762,0.0,1.0,132,7,31,8,Full community,0.0,0.22580645161290322,Included,Included
19,1569.015,0,0.5650793651,19,0.1342812731,0.0,5.0,133,47,54,18,Hybrid,0.0,0.8703703703703703,Excluded,Excluded
127,224.5815,1,-0.8253968254,127,0.1350422274,0.0,1.0,133,4,54,18,Hybrid,0.0,0.07407407407407407,Included,Included
298,894.0757,2,0.7365079365,298,0.139667982,0.0,4.0,133,50,54,18,Hybrid,0.0,0.9259259259259259,Excluded,Excluded
544,577.8338,3,-0.1523809524,544,0.1283561326,0.0,2.0,133,7,54,18,Hybrid,0.0,0.12962962962962962,Excluded,Included
594,278.6429,4,-0.3756613757,594,0.1590370617,0.0,1.0,133,28,54,18,Hybrid,0.0,0.5185185185185185,Included,Excluded
645,1230.214,5,0.6666666667,645,0.1272314969,0.0,4.0,133,49,54,18,Hybrid,0.0,0.9074074074074074,Excluded,Excluded
716,905.9881,6,0.0571428571,716,0.1358249997,0.0,3.0,133,30,54,18,Hybrid,0.0,0.5555555555555556,Excluded,Excluded
943,608.3527,7,-0.6349206349,943,0.1352685924,0.0,1.0,133,19,54,18,Hybrid,0.0,0.35185185185185186,Included,Excluded
958,543.3163,8,-0.037037037,958,0.1392367978,0.0,3.0,133,20,54,18,Hybrid,0.0,0.37037037037037035,Excluded,Excluded
100,1186.889,0,-0.3583333333,100,0.1641361257,0.0,1.0,137,3,31,6,Full community,0.0,0.0967741935483871,Included,Included
203,112.7498,2,-0.6666666667,203,0.1550327806,0.0,1.0,137,2,31,6,Full community,0.0,0.06451612903225806,Included,Included
243,569.2123,4,0.630952381,243,0.152796699,0.0,4.0,137,28,31,6,Full community,0.0,0.9032258064516129,Excluded,Excluded
346,649.8834,5,0.0,346,0.1485039705,0.0,3.0,137,15,31,6,Full community,0.0,0.4838709677419355,Excluded,Excluded
490,529.0822,6,-0.1273809524,490,0.1610160924,0.0,1.0,137,13,31,6,Full community,0.0,0.41935483870967744,Excluded,Excluded
522,349.8611,7,-0.3625,522,0.1544607404,0.0,2.0,137,5,31,6,Full community,0.0,0.16129032258064516,Included,Included
611,210.5672,8,-0.2744047619,611,0.1658404978,0.0,3.0,137,9,31,6,Full community,0.0,0.2903225806451613,Included,Excluded
207,243.723,0,-0.6231292517,207,0.1214642479,0.0,1.0,138,1,33,10,Full community,0.0,0.030303030303030304,Included,Included
415,512.7574,1,0.0,415,0.1269279203,0.0,4.0,138,22,33,10,Full community,0.0,0.6666666666666666,Excluded,Excluded
444,756.5377,2,0.8,444,0.1174128689,0.0,3.0,138,27,33,10,Full community,0.0,0.8181818181818182,Excluded,Excluded
483,408.0298,3,0.1666666667,483,0.1506111281,0.0,2.0,138,13,33,10,Full community,0.0,0.3939393939393939,Excluded,Excluded
630,369.2098,5,-0.5578231293,630,0.1201358185,0.0,3.0,138,6,33,10,Full community,0.0,0.18181818181818182,Included,Included
641,891.256,6,-0.4761904762,641,0.1149825784,0.0,2.0,138,12,33,10,Full community,0.0,0.36363636363636365,Included,Excluded
682,380.0972,7,0.3571428571,682,0.1106191192,0.0,3.0,138,23,33,10,Full community,0.0,0.696969696969697,Excluded,Excluded
62,360.0238,0,-0.0285714286,62,0.1259738183,0.0,4.0,140,30,58,11,Full community,1.0,0.5172413793103449,Excluded,Excluded
140,399.3286,1,0.5714285714,140,0.1448640759,0.0,3.0,140,51,58,11,Full community,1.0,0.8793103448275862,Excluded,Excluded
154,408.0595,2,-0.3142857143,154,0.1400874402,0.0,4.0,140,29,58,11,Full community,1.0,0.5,Included,Excluded
225,434.8393,3,0.0,225,0.1505627091,0.0,3.0,140,56,58,11,Full community,1.0,0.9655172413793104,Excluded,Excluded
429,735.5905,4,-0.419047619,429,0.126177201,0.0,2.0,140,36,58,11,Full community,1.0,0.6206896551724138,Included,Excluded
595,270.1238,5,-0.619047619,595,0.1306833902,0.0,1.0,140,19,58,11,Full community,1.0,0.3275862068965517,Included,Excluded
708,403.3631,6,-0.0476190476,708,0.1547042546,0.0,4.0,140,15,58,11,Full community,1.0,0.25862068965517243,Excluded,Excluded
710,651.0516,7,0.8571428571,710,0.1254381306,0.0,4.0,140,58,58,11,Full community,1.0,1.0,Excluded,Excluded
20,439.3482,0,-0.1607142857,20,0.1614144226,0.0,4.0,142,11,32,8,Full community,1.0,0.34375,Excluded,Excluded
200,311.0576,1,-0.875,200,0.1549479167,0.0,1.0,142,4,32,8,Full community,1.0,0.125,Included,Included
510,215.003,2,-0.5178571429,510,0.1459129064,0.0,3.0,142,7,32,8,Full community,1.0,0.21875,Included,Included
521,473.5357,3,0.0595238095,521,0.1458560523,0.0,3.0,142,22,32,8,Full community,1.0,0.6875,Excluded,Excluded
629,711.8412,4,0.625,629,0.1548913043,0.0,3.0,142,28,32,8,Full community,1.0,0.875,Excluded,Excluded
715,678.449,5,0.5,715,0.1380988126,0.0,3.0,142,29,32,8,Full community,1.0,0.90625,Excluded,Excluded
796,1253.749,6,0.6369047619,796,0.1487631355,0.0,4.0,142,23,32,8,Full community,1.0,0.71875,Excluded,Excluded
810,174.1667,7,0.0,810,0.1764705882,0.0,1.0,142,2,32,8,Full community,1.0,0.0625,Excluded,Included
947,348.2107,8,-0.2678571429,947,0.1429329429,0.0,3.0,142,12,32,8,Full community,1.0,0.375,Excluded,Excluded
328,852.1429,0,0.2,328,0.1073371189,0.0,3.0,143,42,110,41,Hybrid,0.0,0.38181818181818183,Excluded,Excluded
360,383.4833,1,-0.5416666667,360,0.0962035124,0.0,3.0,143,39,110,41,Hybrid,0.0,0.35454545454545455,Included,Included
380,542.3254,2,-0.5333333333,380,0.1079510036,0.0,2.0,143,78,110,41,Hybrid,0.0,0.7090909090909091,Included,Excluded
590,284.9816,3,0.8333333333,590,0.1131439276,0.0,3.0,143,104,110,41,Hybrid,0.0,0.9454545454545454,Excluded,Excluded
663,703.123,4,0.0666666667,663,0.1108518635,0.0,1.0,143,88,110,41,Hybrid,0.0,0.8,Excluded,Excluded
759,319.6705,5,-0.4833333333,759,0.1177452118,0.0,3.0,143,10,110,41,Hybrid,0.0,0.09090909090909091,Included,Included
790,318.3512,6,0.625,790,0.1002779595,0.0,3.0,143,103,110,41,Hybrid,0.0,0.9363636363636364,Excluded,Excluded
972,393.3152,7,-0.1666666667,972,0.1048178765,0.0,2.0,143,69,110,41,Hybrid,0.0,0.6272727272727273,Excluded,Excluded
217,612.2381,0,0.6666666667,217,0.1111111111,0.0,2.0,144,17,43,13,Full community,0.0,0.3953488372093023,Excluded,Excluded
624,568.488,1,0.0,624,0.1111111111,0.0,2.0,144,13,43,13,Full community,0.0,0.3023255813953488,Excluded,Included
746,279.2188,2,0.0,746,0.0,0.0,2.0,144,16,43,13,Full community,0.0,0.37209302325581395,Excluded,Excluded
855,306.2857,3,-0.6666666667,855,0.0,0.0,2.0,144,11,43,13,Full community,0.0,0.2558139534883721,Included,Included
274,250.8314,0,-0.7119047619,274,0.1163944049,0.0,1.0,145,6,26,4,Hybrid,0.0,0.23076923076923078,Included,Excluded
286,257.7991,1,-0.4583333333,286,0.1399551066,0.0,2.0,145,13,26,4,Hybrid,0.0,0.5,Included,Excluded
341,1121.97,2,0.0,341,0.1344459699,0.0,3.0,145,17,26,4,Hybrid,0.0,0.6538461538461539,Excluded,Excluded
512,2428.476,4,0.3154761905,512,0.1154583797,0.0,4.0,145,25,26,4,Hybrid,0.0,0.9615384615384616,Excluded,Excluded
540,741.3006,5,0.2238095238,540,0.1378865098,0.0,1.0,145,22,26,4,Hybrid,0.0,0.8461538461538461,Excluded,Excluded
777,1134.968,6,-0.1666666667,777,0.1103480938,0.0,3.0,145,18,26,4,Hybrid,0.0,0.6923076923076923,Excluded,Excluded
814,823.8394,7,0.494047619,814,0.1397653574,0.0,5.0,145,23,26,4,Hybrid,0.0,0.8846153846153846,Excluded,Excluded
837,330.125,8,-0.5,837,0.1273680725,0.0,2.0,145,12,26,4,Hybrid,0.0,0.46153846153846156,Included,Excluded
131,1071.871,0,0.0,131,0.1111111111,0.0,4.0,146,32,34,6,Hybrid,1.0,0.9411764705882353,Excluded,Excluded
674,872.5828,3,0.6666666667,674,0.1111111111,0.0,3.0,146,28,34,6,Hybrid,1.0,0.8235294117647058,Excluded,Excluded
137,547.6707,0,-0.0833333333,137,0.0902343265,0.0,2.0,147,27,67,11,Full community,0.0,0.40298507462686567,Excluded,Excluded
242,295.9524,1,-0.1011904762,242,0.0987930674,0.0,2.0,147,26,67,11,Full community,0.0,0.3880597014925373,Excluded,Excluded
380,377.2993,2,-0.3928571429,380,0.0975853063,0.0,1.0,147,12,67,11,Full community,0.0,0.1791044776119403,Included,Excluded
427,301.6684,3,0.5178571429,427,0.1137033916,0.0,3.0,147,62,67,11,Full community,0.0,0.9253731343283582,Excluded,Excluded
664,225.8373,4,0.5892857143,664,0.097009858,0.0,5.0,147,54,67,11,Full community,0.0,0.8059701492537313,Excluded,Excluded
666,477.701,5,0.5773809524,666,0.0842412789,0.0,2.0,147,55,67,11,Full community,0.0,0.8208955223880597,Excluded,Excluded
821,240.6746,6,0.0,821,0.1185581934,0.0,1.0,147,32,67,11,Full community,0.0,0.47761194029850745,Excluded,Excluded
960,405.4893,7,-0.4404761905,960,0.1181468419,0.0,1.0,147,19,67,11,Full community,0.0,0.2835820895522388,Included,Excluded
993,286.2016,8,-0.6666666667,993,0.100466629,0.0,3.0,147,2,67,11,Full community,0.0,0.029850746268656716,Included,Included
79,3599.579,0,-0.1333333333,79,0.1003044348,0.0,1.0,149,24,53,9,Hybrid,0.0,0.4528301886792453,Excluded,Excluded
174,756.0333,1,0.4166666667,174,0.1326173663,0.0,3.0,149,26,53,9,Hybrid,0.0,0.49056603773584906,Excluded,Excluded
302,554.4464,2,0.275,302,0.1126061709,0.0,3.0,149,46,53,9,Hybrid,0.0,0.8679245283018868,Excluded,Excluded
318,798.8304,3,0.4833333333,318,0.1189211128,0.0,3.0,149,43,53,9,Hybrid,0.0,0.8113207547169812,Excluded,Excluded
440,280.3589,4,-0.875,440,0.2010358599,0.0,1.0,149,5,53,9,Hybrid,0.0,0.09433962264150944,Included,Included
508,584.746,5,-0.1708333333,508,0.1413394298,0.0,3.0,149,28,53,9,Hybrid,0.0,0.5283018867924528,Excluded,Excluded
563,870.5457,6,0.2583333333,563,0.1434576514,0.0,1.0,149,47,53,9,Hybrid,0.0,0.8867924528301887,Excluded,Excluded
635,293.9722,7,-0.2541666667,635,0.1296812917,0.0,2.0,149,16,53,9,Hybrid,0.0,0.3018867924528302,Excluded,Excluded
120,571.8552,0,0.3285714286,120,0.129971017,0.0,3.0,150,40,60,21,Full community,1.0,0.6666666666666666,Excluded,Excluded
232,584.4326,1,-0.1285714286,232,0.155529673,0.0,3.0,150,29,60,21,Full community,1.0,0.48333333333333334,Excluded,Excluded
317,314.0536,2,-0.3857142857,317,0.1785760458,0.0,1.0,150,5,60,21,Full community,1.0,0.08333333333333333,Included,Included
606,925.9792,3,0.6857142857,606,0.156445993,0.0,,150,30,60,21,Full community,1.0,0.5,Excluded,Excluded
827,220.0179,4,-0.2142857143,827,0.1476997579,0.0,3.0,150,13,60,21,Full community,1.0,0.21666666666666667,Excluded,Included
858,843.7302,5,-0.8571428571,858,0.1464803313,0.0,3.0,150,22,60,21,Full community,1.0,0.36666666666666664,Included,Excluded
966,816.5834,6,0.5714285714,966,0.1770861172,0.0,3.0,150,14,60,21,Full community,1.0,0.23333333333333334,Excluded,Included
262,448.4572,0,-0.3333333333,262,0.1858974359,0.0,4.0,151,20,50,9,Hybrid,1.0,0.4,Included,Excluded
366,644.4147,1,0.4166666667,366,0.1333333333,0.0,3.0,151,11,50,9,Hybrid,1.0,0.22,Excluded,Excluded
543,340.419,2,-0.5833333333,543,0.1851851852,0.0,2.0,151,27,50,9,Hybrid,1.0,0.54,Included,Excluded
636,410.7893,3,0.1666666667,636,0.0615615616,0.0,4.0,151,6,50,9,Hybrid,1.0,0.12,Excluded,Included
835,724.8214,4,0.25,835,0.1994851995,0.0,4.0,151,22,50,9,Hybrid,1.0,0.44,Excluded,Excluded
871,303.5782,5,0.0833333333,871,0.264957265,0.0,3.0,151,37,50,9,Hybrid,1.0,0.74,Excluded,Excluded
32,572.9495,0,-0.3407407407,32,0.1580295557,0.0,2.0,153,10,69,16,Full community,0.0,0.14492753623188406,Included,Included
64,755.8096,1,0.5555555556,64,0.1595253012,0.0,4.0,153,46,69,16,Full community,0.0,0.6666666666666666,Excluded,Excluded
80,1147.264,2,0.7566137566,80,0.1485908857,0.0,3.0,153,48,69,16,Full community,0.0,0.6956521739130435,Excluded,Excluded
149,152.5735,3,-0.5111111111,149,0.1917746674,0.0,3.0,153,2,69,16,Full community,0.0,0.028985507246376812,Included,Included
167,868.4008,4,0.0259259259,167,0.1567233182,0.0,3.0,153,25,69,16,Full community,0.0,0.36231884057971014,Excluded,Excluded
