id,consumption,hodge_id,hodge_s,excluded,local_inconsistency,global_inconsistency,self_assessed_wealth,hamlet,ranking_meeting,nhhrank,quota_final,maintreatment,elite_meeting,ranking_meeting_norm,HodgeCBT_targets,tradCBT_targets
825,1443.937,7,0.0,825,0.2050438596,0.0,3.0,349,24,30,8,Full community,0.0,0.8,Excluded,Excluded
906,367.4476,8,0.625,906,0.1981981982,0.0,4.0,349,28,30,8,Full community,0.0,0.9333333333333333,Excluded,Excluded
269,238.9613,0,0.0952380952,269,0.1633641802,0.0,3.0,350,5,23,17,Full community,1.0,0.21739130434782608,Excluded,Included
292,312.1976,1,0.0634920635,292,0.1595594618,0.0,4.0,350,16,23,17,Full community,1.0,0.6956521739130435,Excluded,Included
357,225.0208,2,-0.4444444444,357,0.1697559954,0.0,3.0,350,13,23,17,Full community,1.0,0.5652173913043478,Included,Included
705,763.3214,3,-0.8253968254,705,0.174525869,0.0,3.0,350,1,23,17,Full community,1.0,0.043478260869565216,Included,Included
728,377.2494,4,-0.253968254,728,0.1622486943,0.0,2.0,350,10,23,17,Full community,1.0,0.43478260869565216,Excluded,Included
846,585.6024,5,0.8253968254,846,0.1768196713,0.0,3.0,350,23,23,17,Full community,1.0,1.0,Excluded,Excluded
932,518.1469,6,0.380952381,932,0.1656430749,0.0,4.0,350,20,23,17,Full community,1.0,0.8695652173913043,Excluded,Excluded
967,566.5089,7,0.7301587302,967,0.168,0.0,5.0,350,22,23,17,Full community,1.0,0.9565217391304348,Excluded,Excluded
992,541.0833,8,-0.5714285714,992,0.1700579992,0.0,2.0,350,6,23,17,Full community,1.0,0.2608695652173913,Included,Included
121,243.4119,0,-0.253968254,121,0.1019241092,0.0,2.0,351,22,75,23,Full community,0.0,0.29333333333333333,Excluded,Included
256,785.8373,2,0.6984126984,256,0.1060327949,0.0,2.0,351,51,75,23,Full community,0.0,0.68,Excluded,Excluded
401,145.0,3,-0.4444444444,401,0.1147792087,0.0,3.0,351,11,75,23,Full community,0.0,0.14666666666666667,Included,Included
519,577.3867,4,0.6031746032,519,0.1242089138,0.0,4.0,351,32,75,23,Full community,0.0,0.4266666666666667,Excluded,Excluded
637,582.6012,5,0.6984126984,637,0.1150897186,0.0,3.0,351,61,75,23,Full community,0.0,0.8133333333333334,Excluded,Excluded
821,215.3129,6,-0.0952380952,821,0.1075255674,0.0,2.0,351,28,75,23,Full community,0.0,0.37333333333333335,Excluded,Excluded
830,455.744,7,-0.0952380952,830,0.116262354,0.0,1.0,351,16,75,23,Full community,0.0,0.21333333333333335,Excluded,Included
971,270.5555,8,-0.2222222222,971,0.0971781634,0.0,2.0,351,23,75,23,Full community,0.0,0.30666666666666664,Excluded,Included
1,1123.25,0,0.5079365079,1,0.190485359,0.0,2.0,353,34,44,19,Hybrid,1.0,0.7727272727272727,Excluded,Excluded
309,112.9661,1,-0.0317460317,309,0.1933901492,0.0,2.0,353,28,44,19,Hybrid,1.0,0.6363636363636364,Excluded,Excluded
347,432.4167,2,-0.6349206349,347,0.1887058672,0.0,1.0,353,8,44,19,Hybrid,1.0,0.18181818181818182,Included,Included
411,334.3851,3,-0.0317460317,411,0.1823449717,0.0,2.0,353,24,44,19,Hybrid,1.0,0.5454545454545454,Excluded,Excluded
510,265.25,4,-0.8571428571,510,0.1964175123,0.0,1.0,353,4,44,19,Hybrid,1.0,0.09090909090909091,Included,Included
619,409.8363,5,0.6031746032,619,0.190485359,0.0,4.0,353,37,44,19,Hybrid,1.0,0.8409090909090909,Excluded,Excluded
780,958.4456,6,0.8888888889,780,0.180104292,0.0,5.0,353,42,44,19,Hybrid,1.0,0.9545454545454546,Excluded,Excluded
793,255.4792,7,0.0634920635,793,0.1814635261,0.0,2.0,353,27,44,19,Hybrid,1.0,0.6136363636363636,Excluded,Excluded
831,161.1,8,-0.5079365079,831,0.1847527305,0.0,1.0,353,3,44,19,Hybrid,1.0,0.06818181818181818,Included,Included
156,423.4677,0,0.5396825397,156,0.1468199757,0.0,2.0,355,17,25,9,Full community,0.0,0.68,Excluded,Excluded
377,242.4702,1,0.7936507937,377,0.1535084039,0.0,3.0,355,21,25,9,Full community,0.0,0.84,Excluded,Excluded
425,560.6547,2,-0.8571428571,425,0.1697969828,0.0,2.0,355,1,25,9,Full community,0.0,0.04,Included,Included
489,385.8214,3,-0.4761904762,489,0.1649918963,0.0,3.0,355,6,25,9,Full community,0.0,0.24,Included,Included
497,250.5446,4,0.0634920635,497,0.1544433247,0.0,2.0,355,12,25,9,Full community,0.0,0.48,Excluded,Excluded
697,385.2262,5,-0.0952380952,697,0.1433584673,0.0,2.0,355,8,25,9,Full community,0.0,0.32,Excluded,Included
809,225.8274,6,0.0317460317,809,0.1465003072,0.0,2.0,355,13,25,9,Full community,0.0,0.52,Excluded,Excluded
899,138.8452,7,-0.5714285714,899,0.1499216996,0.0,2.0,355,3,25,9,Full community,0.0,0.12,Included,Included
965,403.0655,8,0.5714285714,965,0.1547051211,0.0,2.0,355,19,25,9,Full community,0.0,0.76,Excluded,Excluded
12,294.2738,0,0.5714285714,12,0.146215991,0.0,3.0,356,25,26,10,Hybrid,1.0,0.9615384615384616,Excluded,Excluded
138,471.0714,1,-0.253968254,138,0.1493421171,0.0,2.0,356,9,26,10,Hybrid,1.0,0.34615384615384615,Excluded,Included
216,463.1588,2,-0.3174603175,216,0.1543797387,0.0,2.0,356,8,26,10,Hybrid,1.0,0.3076923076923077,Included,Included
333,690.3512,3,0.8253968254,333,0.1431808422,0.0,4.0,356,23,26,10,Hybrid,1.0,0.8846153846153846,Excluded,Excluded
425,1318.024,4,-0.5079365079,425,0.1461195911,0.0,3.0,356,4,26,10,Hybrid,1.0,0.15384615384615385,Included,Included
564,282.2976,5,-0.2857142857,564,0.1654177872,0.0,1.0,356,7,26,10,Hybrid,1.0,0.2692307692307692,Included,Included
573,283.6964,6,-0.8571428571,573,0.1491206808,0.0,1.0,356,1,26,10,Hybrid,1.0,0.038461538461538464,Included,Included
759,279.0536,7,0.253968254,759,0.1518856661,0.0,3.0,356,16,26,10,Hybrid,1.0,0.6153846153846154,Excluded,Excluded
825,414.2708,8,0.5714285714,825,0.1452823851,0.0,3.0,356,21,26,10,Hybrid,1.0,0.8076923076923077,Excluded,Excluded
97,434.3135,0,-0.7301587302,97,0.16539918,0.0,1.0,358,11,40,14,Full community,0.0,0.275,Included,Included
188,187.3071,1,0.1904761905,188,0.1551483035,0.0,3.0,358,20,40,14,Full community,0.0,0.5,Excluded,Excluded
293,199.8135,2,-0.1904761905,293,0.1616234638,0.0,2.0,358,17,40,14,Full community,0.0,0.425,Excluded,Excluded
306,482.9167,3,0.7936507937,306,0.1675067573,0.0,3.0,358,32,40,14,Full community,0.0,0.8,Excluded,Excluded
600,485.6548,4,-0.1587301587,600,0.1694687983,0.0,3.0,358,24,40,14,Full community,0.0,0.6,Excluded,Excluded
709,299.478,5,-0.1904761905,709,0.1587354327,0.0,3.0,358,14,40,14,Full community,0.0,0.35,Excluded,Included
781,345.8304,6,0.4444444444,781,0.153571297,0.0,3.0,358,33,40,14,Full community,0.0,0.825,Excluded,Excluded
790,141.625,7,-0.5714285714,790,0.17149055,0.0,3.0,358,12,40,14,Full community,0.0,0.3,Included,Included
960,690.8572,8,0.4126984127,960,0.1648368306,0.0,4.0,358,31,40,14,Full community,0.0,0.775,Excluded,Excluded
157,239.3286,0,0.0103174603,157,0.3657052731,0.0,4.0,361,46,56,18,Hybrid,1.0,0.8214285714285714,Excluded,Excluded
452,491.8428,1,0.126984127,452,0.3170583078,0.0,2.0,361,20,56,18,Hybrid,1.0,0.35714285714285715,Excluded,Excluded
490,263.622,2,-0.1854497354,490,0.2804099919,0.0,3.0,361,44,56,18,Hybrid,1.0,0.7857142857142857,Excluded,Excluded
649,541.7072,3,-0.3304232804,649,0.3865675563,0.0,1.0,361,33,56,18,Hybrid,1.0,0.5892857142857143,Included,Excluded
731,197.6512,4,0.0743386243,731,0.5027435772,0.0,2.0,361,9,56,18,Hybrid,1.0,0.16071428571428573,Excluded,Included
754,609.7214,5,0.3251322751,754,0.3938138124,0.0,3.0,361,24,56,18,Hybrid,1.0,0.42857142857142855,Excluded,Excluded
878,396.5298,6,-0.0976190476,878,0.3710683073,0.0,2.0,361,39,56,18,Hybrid,1.0,0.6964285714285714,Excluded,Excluded
881,350.8373,7,0.1957671958,881,0.4343144685,0.0,4.0,361,41,56,18,Hybrid,1.0,0.7321428571428571,Excluded,Excluded
915,100.0655,8,-0.037037037,915,0.4092114277,0.0,2.0,361,29,56,18,Hybrid,1.0,0.5178571428571429,Excluded,Excluded
25,647.6786,0,0.5178571429,25,0.1510298075,0.0,4.0,362,35,43,16,Hybrid,0.0,0.813953488372093,Excluded,Excluded
29,157.6286,1,0.0,29,0.1532663317,0.0,3.0,362,14,43,16,Hybrid,0.0,0.32558139534883723,Excluded,Included
463,232.0815,2,-0.5892857143,463,0.1638737923,0.0,2.0,362,13,43,16,Hybrid,0.0,0.3023255813953488,Included,Included
476,528.3333,3,0.4464285714,476,0.1744180336,0.0,1.0,362,24,43,16,Hybrid,0.0,0.5581395348837209,Excluded,Excluded
529,430.1151,4,-0.0535714286,529,0.152840443,0.0,3.0,362,23,43,16,Hybrid,0.0,0.5348837209302325,Excluded,Excluded
584,332.2659,5,-0.1964285714,584,0.1516752577,0.0,3.0,362,31,43,16,Hybrid,0.0,0.7209302325581395,Excluded,Excluded
711,152.0757,6,-0.8392857143,711,0.156089453,0.0,2.0,362,6,43,16,Hybrid,0.0,0.13953488372093023,Included,Included
767,822.2817,7,0.875,767,0.1557788945,0.0,4.0,362,43,43,16,Hybrid,0.0,1.0,Excluded,Excluded
975,1035.219,8,-0.1607142857,975,0.1656778837,0.0,3.0,362,30,43,16,Hybrid,0.0,0.6976744186046512,Excluded,Excluded
4,517.3274,0,-0.5535714286,4,0.143983822,0.0,3.0,363,6,25,5,Hybrid,0.0,0.24,Included,Excluded
147,340.0417,1,-0.7321428571,147,0.1339662447,0.0,3.0,363,9,25,5,Hybrid,0.0,0.36,Included,Excluded
327,608.6738,3,0.0,327,0.1654761905,0.0,2.0,363,3,25,5,Hybrid,0.0,0.12,Excluded,Included
380,446.9226,4,0.0178571429,380,0.1436749723,0.0,4.0,363,14,25,5,Hybrid,0.0,0.56,Excluded,Excluded
419,575.8512,5,0.2678571429,419,0.1334671608,0.0,3.0,363,22,25,5,Hybrid,0.0,0.88,Excluded,Excluded
541,1034.571,6,0.7678571429,541,0.1488255872,0.0,5.0,363,24,25,5,Hybrid,0.0,0.96,Excluded,Excluded
851,465.5421,7,0.0892857143,851,0.1380979207,0.0,3.0,363,17,25,5,Hybrid,0.0,0.68,Excluded,Excluded
970,785.2496,8,0.7321428571,970,0.145866814,0.0,3.0,363,20,25,5,Hybrid,0.0,0.8,Excluded,Excluded
62,2532.224,0,0.4761904762,62,0.1601652224,0.0,4.0,364,33,35,9,Full community,1.0,0.9428571428571428,Excluded,Excluded
145,524.4762,1,-0.1904761905,145,0.142755523,0.0,4.0,364,22,35,9,Full community,1.0,0.6285714285714286,Excluded,Excluded
428,629.5416,2,0.8888888889,428,0.1714677641,0.0,5.0,364,35,35,9,Full community,1.0,1.0,Excluded,Excluded
472,492.1586,3,0.0317460317,472,0.1429652816,0.0,4.0,364,32,35,9,Full community,1.0,0.9142857142857143,Excluded,Excluded
537,658.4365,4,0.3174603175,537,0.1698244841,0.0,5.0,364,34,35,9,Full community,1.0,0.9714285714285714,Excluded,Excluded
559,209.4476,5,-0.7301587302,559,0.1584236872,0.0,3.0,364,13,35,9,Full community,1.0,0.37142857142857144,Included,Excluded
600,886.3798,6,0.126984127,600,0.1514523231,0.0,4.0,364,26,35,9,Full community,1.0,0.7428571428571429,Excluded,Excluded
898,302.777,7,-0.8253968254,898,0.1404090144,0.0,2.0,364,12,35,9,Full community,1.0,0.34285714285714286,Included,Excluded
966,250.4716,8,-0.0952380952,966,0.1527840448,0.0,3.0,364,29,35,9,Full community,1.0,0.8285714285714286,Excluded,Excluded
109,391.2508,0,-0.253968254,109,0.1912274647,0.0,2.0,365,10,32,9,Full community,1.0,0.3125,Excluded,Excluded
250,311.9214,1,-0.8888888889,250,0.195429472,0.0,1.0,365,1,32,9,Full community,1.0,0.03125,Included,Included
354,657.3571,2,0.380952381,354,0.1893297667,0.0,4.0,365,15,32,9,Full community,1.0,0.46875,Excluded,Excluded
361,1790.676,3,0.6666666667,361,0.20062819,0.0,3.0,365,28,32,9,Full community,1.0,0.875,Excluded,Excluded
407,574.0079,4,0.253968254,407,0.1924087208,0.0,3.0,365,20,32,9,Full community,1.0,0.625,Excluded,Excluded
441,321.2703,5,-0.1904761905,441,0.194025458,0.0,3.0,365,4,32,9,Full community,1.0,0.125,Excluded,Included
556,365.2381,6,-0.253968254,556,0.1960266078,0.0,3.0,365,7,32,9,Full community,1.0,0.21875,Excluded,Included
639,440.619,7,-0.6031746032,639,0.192344639,0.0,2.0,365,5,32,9,Full community,1.0,0.15625,Included,Included
923,559.4099,8,0.8888888889,923,0.190821256,0.0,4.0,365,32,32,9,Full community,1.0,1.0,Excluded,Excluded
56,233.2857,0,-0.2222222222,56,0.1755781208,0.0,3.0,367,9,33,10,Full community,1.0,0.2727272727272727,Excluded,Included
72,300.24,1,0.6984126984,72,0.1594152251,0.0,4.0,367,28,33,10,Full community,1.0,0.8484848484848485,Excluded,Excluded
106,277.4401,2,0.8571428571,106,0.1594152251,0.0,5.0,367,33,33,10,Full community,1.0,1.0,Excluded,Excluded
157,204.1429,3,0.380952381,157,0.1589235481,0.0,4.0,367,22,33,10,Full community,1.0,0.6666666666666666,Excluded,Excluded
304,990.7797,4,-0.0634920635,304,0.1647955016,0.0,4.0,367,5,33,10,Full community,1.0,0.15151515151515152,Excluded,Included
368,297.0238,5,-0.253968254,368,0.1579161935,0.0,3.0,367,20,33,10,Full community,1.0,0.6060606060606061,Excluded,Excluded
484,279.7333,6,-0.0634920635,484,0.152995427,0.0,2.0,367,18,33,10,Full community,1.0,0.5454545454545454,Excluded,Excluded
670,195.8004,7,-0.4761904762,670,0.1567849362,0.0,2.0,367,6,33,10,Full community,1.0,0.18181818181818182,Included,Included
802,499.6131,8,-0.8571428571,802,0.1671678299,0.0,1.0,367,2,33,10,Full community,1.0,0.06060606060606061,Included,Included
15,249.7855,0,0.1587301587,15,0.1625084677,0.0,3.0,369,19,25,6,Full community,1.0,0.76,Excluded,Excluded
64,257.3738,1,0.5714285714,64,0.1740440003,0.0,3.0,369,21,25,6,Full community,1.0,0.84,Excluded,Excluded
196,602.7675,2,-0.4126984127,196,0.1398150042,0.0,3.0,369,9,25,6,Full community,1.0,0.36,Included,Excluded
467,222.3428,3,-0.2222222222,467,0.1715993375,0.0,2.0,369,15,25,6,Full community,1.0,0.6,Excluded,Excluded
489,913.1857,4,0.6666666667,489,0.1769343601,0.0,4.0,369,20,25,6,Full community,1.0,0.8,Excluded,Excluded
517,127.2257,5,0.2222222222,517,0.1812185338,0.0,3.0,369,13,25,6,Full community,1.0,0.52,Excluded,Excluded
819,257.4087,6,-0.253968254,819,0.1739344371,0.0,1.0,369,14,25,6,Full community,1.0,0.56,Excluded,Excluded
853,241.8853,7,-0.7619047619,853,0.1692846055,0.0,2.0,369,12,25,6,Full community,1.0,0.48,Included,Excluded
940,381.9667,8,0.0317460317,940,0.1584775488,0.0,3.0,369,10,25,6,Full community,1.0,0.4,Excluded,Excluded
153,498.3423,0,-0.126984127,153,0.1879954928,0.0,3.0,371,16,29,3,Full community,0.0,0.5517241379310345,Excluded,Excluded
232,453.2404,1,-0.3174603175,232,0.1863544845,0.0,3.0,371,18,29,3,Full community,0.0,0.6206896551724138,Included,Excluded
305,230.8333,2,-0.5714285714,305,0.1560972387,0.0,3.0,371,7,29,3,Full community,0.0,0.2413793103448276,Included,Excluded
487,384.8214,3,0.126984127,487,0.1614492591,0.0,2.0,371,23,29,3,Full community,0.0,0.7931034482758621,Excluded,Excluded
533,1130.049,4,0.1587301587,533,0.1776267509,0.0,3.0,371,22,29,3,Full community,0.0,0.7586206896551724,Excluded,Excluded
756,181.0702,5,0.0952380952,756,0.1594021321,0.0,2.0,371,19,29,3,Full community,0.0,0.6551724137931034,Excluded,Excluded
797,991.2917,6,0.8888888889,797,0.1664106503,0.0,3.0,371,29,29,3,Full community,0.0,1.0,Excluded,Excluded
972,218.2611,7,-0.7936507937,972,0.164305676,0.0,1.0,371,1,29,3,Full community,0.0,0.034482758620689655,Included,Included
994,526.9524,8,0.5396825397,994,0.1542173198,0.0,3.0,371,27,29,3,Full community,0.0,0.9310344827586207,Excluded,Excluded
210,272.8373,0,0.3265306122,210,0.1468720679,0.0,3.0,372,22,33,9,Hybrid,1.0,0.6666666666666666,Excluded,Excluded
313,388.0547,1,-0.1224489796,313,0.144077027,0.0,4.0,372,19,33,9,Hybrid,1.0,0.5757575757575758,Excluded,Excluded
335,523.6036,2,0.1632653061,335,0.1579011742,0.0,3.0,372,17,33,9,Hybrid,1.0,0.5151515151515151,Excluded,Excluded
367,471.0774,3,0.7755102041,367,0.1413512855,0.0,4.0,372,23,33,9,Hybrid,1.0,0.696969696969697,Excluded,Excluded
381,142.2928,4,-0.5306122449,381,0.1564892062,0.0,2.0,372,10,33,9,Hybrid,1.0,0.30303030303030304,Included,Excluded
406,143.0218,5,0.0,406,0.1512605042,0.0,3.0,372,16,33,9,Hybrid,1.0,0.48484848484848486,Excluded,Excluded
441,341.0,6,0.2448979592,441,0.1442336646,0.0,3.0,372,11,33,9,Hybrid,1.0,0.3333333333333333,Excluded,Excluded
829,236.65,7,-0.8571428571,829,0.1530612245,0.0,1.0,372,7,33,9,Hybrid,1.0,0.21212121212121213,Included,Included
53,614.2786,0,0.2222222222,53,0.1771579034,0.0,2.0,373,18,34,6,Full community,0.0,0.5294117647058824,Excluded,Excluded
165,808.303,2,0.7301587302,165,0.1879891564,0.0,4.0,373,23,34,6,Full community,0.0,0.6764705882352942,Excluded,Excluded
276,199.2119,3,-0.0952380952,276,0.1844426624,0.0,3.0,373,11,34,6,Full community,0.0,0.3235294117647059,Excluded,Excluded
454,198.4186,4,-0.380952381,454,0.1766132945,0.0,1.0,373,7,34,6,Full community,0.0,0.20588235294117646,Included,Excluded
596,382.0929,5,0.2857142857,596,0.1834616973,0.0,3.0,373,28,34,6,Full community,0.0,0.8235294117647058,Excluded,Excluded
619,405.5349,6,-0.0317460317,619,0.1797167493,0.0,3.0,373,24,34,6,Full community,0.0,0.7058823529411765,Excluded,Excluded
846,315.7209,7,0.7619047619,846,0.1819549143,0.0,4.0,373,29,34,6,Full community,0.0,0.8529411764705882,Excluded,Excluded
853,403.6012,8,-0.8888888889,853,0.1718820862,0.0,1.0,373,3,34,6,Full community,0.0,0.08823529411764706,Included,Included
6,336.5437,0,-0.7301587302,6,0.1736740933,0.0,1.0,374,1,71,12,Full community,0.0,0.014084507042253521,Included,Included
25,425.3886,1,0.0,25,0.1757222776,0.0,3.0,374,25,71,12,Full community,0.0,0.352112676056338,Excluded,Excluded
93,294.4651,2,0.1587301587,93,0.1715099715,0.0,4.0,374,35,71,12,Full community,0.0,0.49295774647887325,Excluded,Excluded
129,254.3762,3,-0.3174603175,129,0.1758988312,0.0,3.0,374,11,71,12,Full community,0.0,0.15492957746478872,Included,Included
340,1626.605,4,0.7619047619,340,0.1758542258,0.0,4.0,374,64,71,12,Full community,0.0,0.9014084507042254,Excluded,Excluded
529,396.4706,5,-0.4444444444,529,0.1699693233,0.0,2.0,374,5,71,12,Full community,0.0,0.07042253521126761,Included,Included
748,65.70635,6,-0.6666666667,748,0.1761472376,0.0,1.0,374,16,71,12,Full community,0.0,0.22535211267605634,Included,Excluded
794,1117.853,7,0.4444444444,794,0.1808118081,0.0,4.0,374,48,71,12,Full community,0.0,0.676056338028169,Excluded,Excluded
906,3032.29,8,0.7936507937,906,0.1760983702,0.0,4.0,374,68,71,12,Full community,0.0,0.9577464788732394,Excluded,Excluded
3,463.5365,0,-0.1587301587,3,0.142384407,0.0,4.0,375,25,40,9,Hybrid,0.0,0.625,Excluded,Excluded
199,331.4881,1,-0.6984126984,199,0.1552424674,0.0,3.0,375,4,40,9,Hybrid,0.0,0.1,Included,Included
241,598.9286,2,-0.1587301587,241,0.1548617134,0.0,4.0,375,30,40,9,Hybrid,0.0,0.75,Excluded,Excluded
255,748.55,3,0.253968254,255,0.1552205915,0.0,3.0,375,34,40,9,Hybrid,0.0,0.85,Excluded,Excluded
668,308.45,4,0.8571428571,668,0.1464529058,0.0,4.0,375,39,40,9,Hybrid,0.0,0.975,Excluded,Excluded
826,536.7262,5,0.4444444444,826,0.147046807,0.0,3.0,375,36,40,9,Hybrid,0.0,0.9,Excluded,Excluded
854,154.9405,6,-0.4444444444,854,0.1585553707,0.0,2.0,375,10,40,9,Hybrid,0.0,0.25,Included,Excluded
982,241.5595,7,-0.7301587302,982,0.1463713308,0.0,2.0,375,29,40,9,Hybrid,0.0,0.725,Included,Excluded
993,1319.34,8,0.6349206349,993,0.1460266091,0.0,4.0,375,37,40,9,Hybrid,0.0,0.925,Excluded,Excluded
162,291.9057,0,-0.5079365079,162,0.1632975798,0.0,3.0,376,14,53,19,Full community,0.0,0.2641509433962264,Included,Included
230,294.6948,1,0.5714285714,230,0.1767013732,0.0,4.0,376,45,53,19,Full community,0.0,0.8490566037735849,Excluded,Excluded
299,314.7809,2,0.5079365079,299,0.1601363455,0.0,4.0,376,31,53,19,Full community,0.0,0.5849056603773585,Excluded,Excluded
403,613.2495,3,0.2222222222,403,0.1622814976,0.0,3.0,376,37,53,19,Full community,0.0,0.6981132075471698,Excluded,Excluded
529,797.4453,4,0.8253968254,529,0.1632565632,0.0,3.0,376,49,53,19,Full community,0.0,0.9245283018867925,Excluded,Excluded
530,544.3315,5,0.0952380952,530,0.1628411911,0.0,3.0,376,33,53,19,Full community,0.0,0.6226415094339622,Excluded,Excluded
684,583.7465,6,-0.8888888889,684,0.1604938272,0.0,2.0,376,5,53,19,Full community,0.0,0.09433962264150944,Included,Included
838,249.9949,7,-0.4444444444,838,0.1674839105,0.0,3.0,376,21,53,19,Full community,0.0,0.39622641509433965,Included,Excluded
850,198.0159,8,-0.380952381,850,0.1606800014,0.0,3.0,376,24,53,19,Full community,0.0,0.4528301886792453,Included,Excluded
312,1146.893,0,0.8888888889,312,0.1572504708,0.0,4.0,377,26,29,9,Hybrid,1.0,0.896551724137931,Excluded,Excluded
330,414.4381,1,-0.5714285714,330,0.1509813012,0.0,1.0,377,7,29,9,Hybrid,1.0,0.2413793103448276,Included,Included
362,302.2635,2,-0.0317460317,362,0.1628195858,0.0,2.0,377,16,29,9,Hybrid,1.0,0.5517241379310345,Excluded,Excluded
604,744.0804,3,0.5714285714,604,0.1546217828,0.0,3.0,377,23,29,9,Hybrid,1.0,0.7931034482758621,Excluded,Excluded
653,250.4564,4,-0.1904761905,653,0.1518782859,0.0,2.0,377,10,29,9,Hybrid,1.0,0.3448275862068966,Excluded,Excluded
668,176.4186,5,-0.0,668,0.1489979213,0.0,4.0,377,14,29,9,Hybrid,1.0,0.4827586206896552,Excluded,Excluded
673,308.3631,6,-0.8253968254,673,0.1513255361,0.0,3.0,377,3,29,9,Hybrid,1.0,0.10344827586206896,Included,Included
716,350.6035,7,0.4444444444,716,0.1559583753,0.0,3.0,377,25,29,9,Hybrid,1.0,0.8620689655172413,Excluded,Excluded
998,439.5964,8,-0.2857142857,998,0.1576258771,0.0,3.0,377,6,29,9,Hybrid,1.0,0.20689655172413793,Included,Included
21,1574.697,0,-0.0892857143,21,0.1376767431,0.0,3.0,378,22,35,10,Hybrid,0.0,0.6285714285714286,Excluded,Excluded
162,817.4786,1,0.4464285714,162,0.131826044,0.0,3.0,378,31,35,10,Hybrid,0.0,0.8857142857142857,Excluded,Excluded
194,263.6786,2,0.8392857143,194,0.1345746008,0.0,3.0,378,34,35,10,Hybrid,0.0,0.9714285714285714,Excluded,Excluded
426,553.746,3,0.5535714286,426,0.1494520387,0.0,3.0,378,33,35,10,Hybrid,0.0,0.9428571428571428,Excluded,Excluded
467,283.8765,4,-0.4821428571,467,0.1355539287,0.0,2.0,378,8,35,10,Hybrid,0.0,0.22857142857142856,Included,Included
485,734.8125,5,0.0,485,0.1273006135,0.0,3.0,378,32,35,10,Hybrid,0.0,0.9142857142857143,Excluded,Excluded
493,622.5595,6,-0.3392857143,493,0.1282605969,0.0,3.0,378,28,35,10,Hybrid,0.0,0.8,Included,Excluded
681,550.4881,7,-0.4107142857,681,0.1443714357,0.0,2.0,378,13,35,10,Hybrid,0.0,0.37142857142857144,Included,Excluded
770,132.4585,8,-0.5178571429,770,0.1637838706,0.0,2.0,378,11,35,10,Hybrid,0.0,0.3142857142857143,Included,Excluded
157,436.6588,0,-0.0634920635,157,0.1497957032,0.0,1.0,382,10,30,8,Hybrid,1.0,0.3333333333333333,Excluded,Excluded
464,206.8,1,0.126984127,464,0.1206308408,0.0,2.0,382,12,30,8,Hybrid,1.0,0.4,Excluded,Excluded
522,525.0972,2,-0.6984126984,522,0.1336328242,0.0,3.0,382,4,30,8,Hybrid,1.0,0.13333333333333333,Included,Included
635,224.2738,3,-0.2857142857,635,0.1424555107,0.0,2.0,382,3,30,8,Hybrid,1.0,0.1,Included,Included
673,420.9027,4,-0.4444444444,673,0.1445049664,0.0,1.0,382,6,30,8,Hybrid,1.0,0.2,Included,Included
775,137.2833,5,0.2857142857,775,0.1371383474,0.0,3.0,382,18,30,8,Hybrid,1.0,0.6,Excluded,Excluded
819,133.246,6,0.0952380952,819,0.15171638,0.0,1.0,382,7,30,8,Hybrid,1.0,0.23333333333333334,Excluded,Included
905,385.5992,7,0.2857142857,905,0.1376879406,0.0,2.0,382,15,30,8,Hybrid,1.0,0.5,Excluded,Excluded
908,250.8349,8,0.6984126984,908,0.1160810482,0.0,3.0,382,22,30,8,Hybrid,1.0,0.7333333333333333,Excluded,Excluded
9,268.1111,0,0.5238095238,9,0.138343364,0.0,3.0,383,22,28,3,Hybrid,0.0,0.7857142857142857,Excluded,Excluded
436,378.375,1,-0.2,436,0.1106412368,0.0,2.0,383,16,28,3,Hybrid,0.0,0.5714285714285714,Excluded,Excluded
588,139.9226,2,-0.580952381,588,0.1269184946,0.0,1.0,383,3,28,3,Hybrid,0.0,0.10714285714285714,Included,Included
598,270.5451,3,-0.7428571429,598,0.1175794715,0.0,1.0,383,2,28,3,Hybrid,0.0,0.07142857142857142,Included,Included
712,423.8214,4,0.0,712,0.122883774,0.0,2.0,383,4,28,3,Hybrid,0.0,0.14285714285714285,Excluded,Excluded
744,280.0317,5,0.3333333333,744,0.1035860014,0.0,3.0,383,18,28,3,Hybrid,0.0,0.6428571428571429,Excluded,Excluded
874,253.1607,6,-0.0952380952,874,0.1344045293,0.0,2.0,383,17,28,3,Hybrid,0.0,0.6071428571428571,Excluded,Excluded
981,369.1762,7,0.7619047619,981,0.1041698488,0.0,3.0,383,24,28,3,Hybrid,0.0,0.8571428571428571,Excluded,Excluded
90,589.7411,0,0.1726190476,90,0.152135893,0.0,3.0,385,23,36,18,Full community,0.0,0.6388888888888888,Excluded,Excluded
113,389.8792,1,0.6607142857,113,0.1678787677,0.0,4.0,385,31,36,18,Full community,0.0,0.8611111111111112,Excluded,Excluded
319,293.5427,2,-0.5178571429,319,0.152655164,0.0,3.0,385,1,36,18,Full community,0.0,0.027777777777777776,Included,Included
416,310.2566,3,-0.3333333333,416,0.1524993691,0.0,3.0,385,9,36,18,Full community,0.0,0.25,Included,Included
419,691.8988,4,0.2916666667,419,0.1554404145,0.0,2.0,385,34,36,18,Full community,0.0,0.9444444444444444,Excluded,Excluded
