count_hh,corr_SAW_hodge,corr_SAW_meet,corr_consum_hodge,corr_consum_meet,consum_sd,local_incon,global_incon,cycle_ratio
8,0.5455447255899809,0.6546536707079772,0.0996224628521828,-0.05522150303969605,206.6743744799257,0.11231173105,0.0,0.11231173105
9,0.6330541649476573,0.3945120158369459,0.44826132252366774,0.3801012421188922,228.89994605157972,0.1457963295777778,0.0,0.1457963295777778
9,0.4895619147230909,0.3162277660168379,0.4748826843805731,0.4890123661329419,477.86933805665467,0.15190392445555556,0.0,0.15190392445555556
9,0.4382504900892777,0.4382504900892777,0.2092573471606081,0.20662584698217693,227.4544764539709,0.11518313591111112,0.0,0.11518313591111112
9,-0.5477225575051661,-0.5477225575051661,0.46834592368056055,0.2530559996471716,249.33642696284593,0.2583801435777777,0.0,0.2583801435777777
9,0.5968834402710812,0.37416573867739417,0.13650284318245728,0.5065736856608096,330.5138926013882,0.24536450393333334,0.0,0.24536450393333334
9,0.7668115805072325,0.3377622437948524,0.47216365429870927,0.5802351463537161,297.5729082481636,0.17320400476666667,0.0,0.17320400476666667
7,0.5345224838248488,0.40089186286863665,-0.2174221788995497,-0.19926333190737994,271.12283315284026,0.16725984089999998,0.0,0.16725984089999998
8,0.629940788348712,0.7559289460184545,0.9046991318282849,0.9284765369306857,183.2025285019911,0.1574108152125,0.0,0.1574108152125
9,0.6207522318391883,0.7211680340484687,0.7355673117902765,0.5891164351585334,392.36859223402246,0.13118200904444444,0.0,0.13118200904444444
8,0.6390096504226939,-0.48251749113550346,0.555783779532855,-0.27117121880300826,186.46584845735734,0.17910783866250002,0.0,0.17910783866250002
9,0.17928429140015903,-0.48805168214487743,-0.026729147962473127,-0.669256962509957,421.684786363692,0.14103685086666667,0.0,0.14103685086666667
8,0.3318959254580089,0.5773502691896258,0.3784871654876923,0.8246661083420297,106.07153215905092,0.5440809043875,0.0,0.5440809043875
9,0.4099457958749615,0.22360679774997896,0.8018876474054158,0.5956143319322906,234.98443703957292,0.14236772375555554,0.0,0.14236772375555554
9,0.5477225575051662,0.4564354645876384,0.5549694687281219,0.41274708039894276,153.82531174555965,0.11828879766666667,0.0,0.11828879766666667
9,0.710046946804693,0.5809475019311126,0.31465942033042726,0.6619974137268062,176.54773999173315,0.17795302169999996,0.0,0.17795302169999996
9,0.36667939881128453,0.27386127875258304,0.5250513640275113,0.6570021090749422,106.03583003060805,0.20336161857777782,0.0,0.20336161857777782
9,0.10350983390135313,0.10350983390135313,0.5605986306840889,0.6667641130788146,103.05440190452808,0.12583239484444445,0.0,0.12583239484444445
8,0.21821789023599242,0.10910894511799621,0.199572121163308,0.33124095775499957,226.02728384337647,0.1375341818625,0.0,0.1375341818625
9,0.9486832980505139,0.9486832980505139,0.42579946509069716,0.48373117375822555,334.27168752150334,0.11706254077777777,0.0,0.11706254077777777
8,0.6997157779998369,0.3068928850876477,0.6562074946847095,0.6311148940355169,636.5084396761101,0.10727402098750001,0.0,0.10727402098750001
9,0.4140393356054125,0.3105295017040594,-0.16784464673851862,-0.024624719446840804,249.49854972499895,0.10489383915555556,0.0,0.10489383915555556
9,0.5716911161570706,0.7245688373094719,0.42376744328236843,0.6178825322192468,385.5088932547993,0.08590290511111112,0.0,0.08590290511111112
8,0.6873217490352689,0.7010681840159743,0.8519327863948294,0.6877224008061729,296.4648134557094,0.12163516937499999,0.0,0.12163516937499999
9,0.8285098499285156,0.7661488934822833,0.5275049301872625,0.5635271696177522,401.2968040626936,0.15680630071111112,0.0,0.15680630071111112
9,0.6351073488299558,0.7378647873726218,0.7896574649551158,0.7949044572462113,668.0699127952299,0.1229874916888889,0.0,0.1229874916888889
9,0.6238502938920436,0.7018315806285491,0.846880411250442,0.8391833143181526,1171.6936953129239,0.15589294106666665,0.0,0.15589294106666665
9,0.527817616771769,0.4008918628686366,0.7076338966710427,0.4845970540257476,322.09331237258885,0.1340660985222222,0.0,0.1340660985222222
9,-0.27386127875258304,0.27386127875258304,-0.36372038628684505,-0.31622244144228834,160.1908490817359,0.11451796253333334,0.0,0.11451796253333334
9,0.03241018617760822,0.2766416675862441,0.45324604629365034,0.38729050070789645,199.63164162349113,0.12070449942222222,0.0,0.12070449942222222
9,0.5770853688457018,0.4896481917478682,0.5909648869999028,0.5687400545013345,204.92397597312427,0.16148430727777774,0.0,0.16148430727777774
9,0.42754862298030843,0.45546786976927023,0.7725281212677031,0.6431063806383724,138.60530754948664,0.10519427806666665,0.0,0.10519427806666665
9,0.4472135954999579,0.8385254915624212,0.4005298461419647,0.4060560936125509,223.38117272560024,0.1088639985888889,0.0,0.1088639985888889
9,0.6401280384128045,0.13944333775567924,-0.16277726359753253,-0.07574028331464262,486.1651369781902,0.09143606236666665,0.0,0.09143606236666665
8,-0.5235796803447669,-0.1021618888477594,0.1059819767961807,0.7919927026874873,586.4885753523653,0.15156247622500002,0.0,0.15156247622500002
9,0.5053954177689849,0.372396623619252,0.8008353655911884,0.8590326998184535,252.56009692103535,0.18642107945555556,0.0,0.18642107945555556
9,0.5477225575051661,0.5477225575051661,0.3805632591136147,0.3308730554725636,134.65655482342845,0.1359043686,0.0,0.1359043686
8,0.6390096504226939,0.6390096504226939,-0.3148769743725987,-0.16099207147121838,172.06889055817928,0.12990574652500003,0.0,0.12990574652500003
8,0.6209204205650661,0.7715167498104596,0.5680152457301735,0.7583905411341417,238.35949566651533,0.16072531680000002,0.0,0.16072531680000002
9,0.12909944487358055,-0.451848057057532,0.5618154548453514,0.6837644966111616,158.96254211386562,0.14614224755555552,0.0,0.14614224755555552
8,0.16464638998453549,-0.4364357804719848,0.40499740936927403,0.3948750799687493,355.39123434350785,0.1215053860875,0.0,0.1215053860875
9,0.521749194749951,0.521749194749951,0.6150408995891825,0.7038660022933299,355.14140903623166,0.20778443430000001,0.0,0.20778443430000001
8,0.23145502494313785,0.1543033499620919,0.8425597794177945,0.7689824861024974,212.6851564983921,0.1261727867125,0.0,0.1261727867125
9,0.6650916769705589,0.39123039821797584,0.410174413645282,0.40529092501145014,459.6505460389531,0.18338727192222223,0.0,0.18338727192222223
7,-0.29649972666444047,0.29649972666444047,-0.18808868708236479,-0.14143752590668862,306.4253685489767,0.1879935485142857,0.0,0.1879935485142857
9,0.6324555320336758,0.44798933519052037,0.6052999781505982,0.7082712955064977,129.29427421573152,0.1567229429111111,0.0,0.1567229429111111
9,0.6839855680567695,0.7523841248624463,0.7110340505026265,0.6875983525385485,322.8573900032429,0.17532943967777773,0.0,0.17532943967777773
9,0.4899789435061114,0.5612486080160912,0.4816713032427278,0.31867830602591096,148.177167325452,0.1430642927222222,0.0,0.1430642927222222
8,0.7854091098781055,0.5855400437691199,0.5540893735513239,0.46790221622826933,161.86941604729017,0.191960314375,0.0,0.191960314375
9,0.2647325694608303,-0.07302967433402215,0.6685483415518546,0.4314940628404519,200.68560393945663,0.07700828346666669,0.0,0.07700828346666669
8,0.4076871241636057,0.568291142773511,-0.6818037601655356,-0.7070577517024442,219.65796807615635,0.1173473401125,0.0,0.1173473401125
9,0.6605782590758164,0.5963553727767786,0.5180865710880374,0.5657963739536619,122.90283651637965,0.11813333307777778,0.0,0.11813333307777778
9,0.4681312053226375,-0.05976143046671968,0.2899352061260485,0.15675323055714213,126.13540259844225,0.14661208031111114,0.0,0.14661208031111114
8,,,0.0023315509047646533,0.36214697848189653,129.8616724793842,0.121274399825,0.0,0.121274399825
9,0.5201040312104037,0.35856858280031806,0.17805164344223834,0.04566749787493939,455.59822214013604,0.16302580245555556,0.0,0.16302580245555556
9,0.2174141383696682,0.08660254037844385,0.6754984096706206,0.6672408250677602,224.96410708204718,0.1259735641888889,0.0,0.1259735641888889
8,0.8556058190999849,0.9322272357358045,0.6415486540395045,0.6158498801168681,158.98914827387648,0.151448406725,0.0,0.151448406725
9,0.7801560468156055,0.6175347814894367,0.34433111484287193,0.26209498751649857,243.94990643367464,0.14391943784444447,0.0,0.14391943784444447
